,cleaned_cs,changing topics,making a joke,quoting,borrowing,translations,giving a command,using a filler,exasperation,happiness,proper nouns,surprise,bert_ready
1145,*JES:I know exactly who they were talking about from you know from the school I was at before . _*NIC:+< &=coughs . _*JES:that they had you know done a whole bunch of things . _*JES:[- spa] y esa maestra (.) no hacía nada . _*JES:[- spa] se sentaba en la clase tú sabes qué a comer y a organizar la cartera . _,1,0,0,0,0,0,0,1,0,0,0,I know exactly who they were talking about from you know from the school I was at before that they had you know done a whole bunch of things y esa maestra no hacía nada se sentaba en la clase tú sabes qué a comer y a organizar la cartera
1146,"*JES:[- spa] y esa maestra (.) no hacía nada . _*JES:+"" did you get hired somewhere else ? _*JES:and I go +""/. _*NIC:+< &=sniffs . _*JES:er@s:eng&spa entonces@s:spa le@s:spa preguntaba@s:spa a@s:spa los@s:spa muchachos@s:spa +""/. _*JES:+"" are you sick ? _*JES:+"" are you sick ? _",1,0,1,0,0,0,0,0,0,0,0,y esa maestra no hacía nada did you get hired somewhere else and I go er entonces le preguntaba a los muchachos are you sick are you sick
1147,"*NIC:how do people like that get jobs ? _*JES:and she goes [/] she [/] she would er@s:eng&spa ask for worker's compensation because she got the stomach virus from a kid in the class . _*JES:+"" no she's sick . _*JES:[- spa] y se robaba cosas . _*JES:ella@s:spa yo@s:spa la@s:spa cogí@s:spa una@s:spa vez@s:spa going through my desk y@s:spa mirando@s:spa cosas@s:spa . _",1,0,0,0,0,0,0,0,0,0,0,how do people like that get jobs and she goes she she would er ask for worker's compensation because she got the stomach virus from a kid in the class no she's sick y se robaba cosas ella yo la cogí una vez going through my desk y mirando cosas
1148,"*JES:[- spa] me lo habían dicho varias personas +"". _*JES:[- spa] y ya me lo había dicho mi hermana . _*JES:right right right . _*JES:así@s:spa que@s:spa a thief . _*JES:er@s:eng&spa no@s:spa y@s:spa todavía@s:spa está@s:spa en@s:spa el@s:spa sistema@s:spa . _",1,0,0,1,0,0,0,0,0,0,0,me lo habían dicho varias personas y ya me lo había dicho mi hermana right right right así que a thief er no y todavía está en el sistema
1149,"*JES:[- spa] cuando ya él lo tenía todo la principal dijo +""/. _*JES:ok . _*JES:y@s:spa entonces@s:spa cuando@s:spa ya@s:spa xxx had done everything because <it takes> [///] you have to document those things for a long time . _*JES:[- spa] tú sabes . _*JES:[- spa] era la otra principal no ésta . _",1,0,1,0,0,0,0,0,0,0,0,cuando ya él lo tenía todo la principal dijo ok y entonces cuando ya had done everything because it takes you have to document those things for a long time tú sabes era la otra principal no ésta
1150,"*JES:[- spa] tú sabes . _*JES:+"" [- spa] no a mí me da . _*JES:ésta@s:spa la@s:spa hubiera@s:spa botado@s:spa antes@s:spa you know . _*JES:[- spa] si le caía mal no [///] la hubiera hubiera botado . _",0,0,0,0,0,0,1,0,0,0,0,tú sabes no a mí me da ésta la hubiera botado antes you know si le caía mal no la hubiera hubiera botado
1151,*JES:[- spa] era la otra principal no ésta . _*JES:[- spa] tú sabes . _*JES:[- spa] si le caía mal no [///] la hubiera hubiera botado . _*NIC:+< <that's the thing> [/] that's the thing with my school since we work on contract . _*NIC:you break your contract you're out . _,1,0,0,0,0,0,0,0,0,0,0,era la otra principal no ésta tú sabes si le caía mal no la hubiera hubiera botado that's the thing that's the thing with my school since we work on contract you break your contract you're out
1152,*JES:[- spa] invita a xxx a alguna de las celebraciones . _*NIC:I don't know . _*NIC:I have +... _*JES:[- spa] tú sabes se caen bien . _*NIC:&=sniff yeah I'll tell her . _*NIC:bueno@s:spa not her I gotta tell sister xxx . _,0,0,0,0,0,1,1,0,0,0,0,invita a a alguna de las celebraciones I don't know I have tú sabes se caen bien yeah I'll tell her bueno not her I gotta tell sister
1153,*JES:right . _*NIC:pa(ra)@s:spa el@s:spa año@s:spa que@s:spa viene@s:spa you know to put him on schedule for to go and celebrate mass . _*NIC:[- spa] tú no tienes hambre ? _*JES:I'm still having coffee . _*NIC:I already had my coffee . _,1,0,0,0,0,0,0,0,0,0,0,right para el año que viene you know to put him on schedule for to go and celebrate mass tú no tienes hambre I'm still having coffee I already had my coffee
1154,*JES:I'm still having coffee . _*NIC:[- spa] tú no tienes hambre ? _*NIC:I'm hungry . _*JES:[- spa] ve a buscar algo . _*NIC:[- spa] viernes no se puede comer carne . _,1,0,0,0,0,1,0,0,0,0,0,I'm still having coffee tú no tienes hambre I'm hungry ve a buscar algo viernes no se puede comer carne
1155,*JES:[- spa] ve a buscar algo . _*NIC:I'm hungry . _*NIC:I already had my coffee . _*JES:[- spa] pastelito xxx de queso ? _*NIC:xxx that sounds pretty good . _*JES:[- spa] de coco ? _,1,0,0,0,0,0,0,0,1,0,0,ve a buscar algo I'm hungry I already had my coffee pastelito de queso that sounds pretty good de coco
1156,*NIC:&=laugh . _*NIC:I guess we could hop in the car with it and go get it . _*NIC:[- spa] estamos conectados . _*NIC:just hop in the car and go get some pastelitos@s:spa ? _*JES:+< no . _*JES:no . _,1,1,0,1,0,0,0,0,0,0,0,I guess we could hop in the car with it and go get it estamos conectados just hop in the car and go get some pastelitos no no
1157,*NIC:yeah he could be baby_sitting . _*JES:y@s:spa lo@s:spa dejamos@s:spa ahí@s:spa como@s:spa baby_sitting ? _*NIC:&=laugh . _*NIC:[- spa] ay mañana es día de xxx del carajo . _*JES:+< oh@s:eng&spa . _*JES:and my cyber_loafing paper . _,1,1,0,1,0,0,0,0,0,0,1,yeah he could be babysitting y lo dejamos ahí como babysitting ay mañana es día de del carajo oh and my cyberloafing paper
1158,*JES:porque@s:spa esta@s:spa señora@s:spa no@s:spa &d even though that's what the [/] the [/] the guidelines say tú@s:spa sabes@s:spa que@s:spa ella@s:spa te@s:spa da@s:spa (.) full credit for just doing it . _*JES:isn't there something you done in Saint_Thomas@s:eng&spa about ethics ? _*NIC:I don't know how I'm going to work that out . _@Comment:silence*NIC:and it really bothers me that Peter@s:eng&spa got a [/] the same thing that I got . _*JES:+< how do you know ? _*JES:you don't know this . _,1,0,0,0,0,0,0,1,0,0,0,porque esta señora no d even though that's what the the the guidelines say tú sabes que ella te da full credit for just doing it isn't there something you done in Saint Thomas about ethics I don't know how I'm going to work that out and it really bothers me that Peter got a the same thing that I got how do you know you don't know this
1159,*MAR:I heard that . _*OSE:www .*MAR:thank you . _*MAR:Hey Tom@s:eng&spa . _*MAR:[- spa] cómo estás ? _*MAR:[- spa] bien bien . _,1,0,0,0,0,0,0,0,0,0,0,I heard that thank you Hey Tom cómo estás bien bien
1160,*MAR:[- spa] cómo estás ? _*MAR:Hey Tom@s:eng&spa . _*OSE:www .*MAR:did it make sense ? _*MAR:eh@s:eng&spa did [/] did Aaron@s:eng&spa give yoy my message ? _*MAR:oh@s:eng&spa . _*MAR:eh@s:eng&spa Sean@s:eng&spa wants to have a meeting at A_One@s:eng&spa con@s:spa [///] todavía@s:spa tienen@s:spa problemas@s:spa con@s:spa la@s:spa torre@s:spa de@s:spa la@s:spa televisión@s:spa . _,1,0,0,0,0,0,1,0,0,0,0,eh did did Aaron give you my message oh eh Sean wants to have a meeting at A One con todavía tienen problemas con la torre de la televisión
1161,*MAR:porque@s:spa uno@s:spa dice@s:spa una@s:spa cosa@s:spa el@s:spa otro@s:spa dice@s:spa otra@s:spa and apparently it's been +//. _*MAR:so that they can not be on the same page . _*MAR:and he would like for you to be an attendance with N_D_R@s:eng&spa which is a subcontractor for the tower and Mario@s:eng&spa wich is the W_R_N@s:eng&spa guy . _*MAR:eh@s:eng&spa next tuesday <a@s:spa las@s:spa > [//] &com [//] a@s:spa las@s:spa nueve@s:spa o@s:spa las@s:spa diez@s:spa . _*MAR:[- spa] qué hora prefieres ? _,1,0,0,0,0,0,1,0,0,1,0,porque uno dice una cosa el otro dice otra and apparently it's been so that they can not be on the same page and he would like for you to be an attendance with N D R which is a subcontractor for the tower and Mario wich is the W R N guy eh next tuesday a las com a las nueve o las diez qué hora prefieres
1162,*MAR:eh@s:eng&spa next tuesday <a@s:spa las@s:spa > [//] &com [//] a@s:spa las@s:spa nueve@s:spa o@s:spa las@s:spa diez@s:spa . _*MAR:&=laugh . _*MAR:we are just mincing [?] by standards but +//. _*MAR:ok@s:eng&spa um@s:eng . _*MAR:next friday . _*MAR:hablando@s:spa de@s:spa next friday . _,1,0,0,0,0,0,0,0,0,0,0,we are just mincing by standards but ok um next friday hablando de next friday
1163,*MAR:hablando@s:spa de@s:spa next friday . _*MAR:next friday . _*MAR:en@s:spa el@s:spa dieciocho@s:spa de@s:spa [/] de@s:spa enero@s:spa it's teacher planning day . _*MAR:so there are no kids . _,1,0,0,0,0,0,0,0,0,0,0,hablando de next friday next friday en el dieciocho de de enero it's teacher planning day so there are no kids
1164,*MAR:right . _*MAR:[- spa] porque no hay niños no hay nadie . _*MAR:but I did send you an email couple of days ago that friday January the eighteenth is a teacher planning day so it'd be a good day to do (.) all the schools if you wanna get them over way . _*MAR:[- spa] coño xxx ? _*MAR:[- spa] pero ustedes son blanquitos . _,1,0,0,0,0,0,1,0,0,0,1,right porque no hay niños no hay nadie but I did send you an email couple of days ago that friday January the eighteenth is a teacher planning day so it'd be a good day to do all the schools if you wanna get them over way coño pero ustedes son blanquitos
1165,*MAR:[- spa] coño xxx ? _*MAR:oh@s:eng&spa you guys call [///] you gonna call [///] you guys call them xxx . _*MAR:I'd rather not do Monday which is legal holiday (be)cause then you gotta pay them but +//. _*MAR:[- spa] qué hacen ustedes dando ese día ? _*MAR:&=laugh . _*MAR:h@s:eng&spa verdad@s:spa verdad@s:spa verdad@s:spa . _,1,0,0,0,0,0,1,0,0,0,1,coño oh you guys call you gonna call you guys call them I'd rather not do Monday which is legal holiday cause then you gotta pay them but qué hacen ustedes dando ese día h verdad verdad verdad
1166,*MAR:(be)cause we are trying to get closer . _*MAR:A@s:eng&spa es@s:spa cuestión@s:spa de@s:spa check it through that everything is ok . _*MAR:did you send them to Ana@s:eng&spa ? _*MAR:you send them to me yesterday . _*MAR:ok perfect . _,1,0,0,0,0,1,0,0,0,0,0,cause we are trying to get closer A es cuestión de check it through that everything is ok did you send them to Ana you send them to me yesterday ok perfect
1167,*MAR:so it's just a matter of checking . _*MAR:and the next eh@s:eng&spa xxx didn't have it so that's why I wanted to xxx . _*MAR:I just didn't find them in the server so I wanted to make sure with the +//. _*MAR:because A@s:eng&spa ya@s:spa llevan@s:spa ahí@s:spa ocupados@s:spa . _*MAR:like three or four months . _*MAR:B@s:eng&spa lo@s:spa mismo@s:spa . _,1,0,0,0,0,0,0,0,0,0,0,so it's just a matter of checking and the next eh didn't have it so that's why I wanted to I just didn't find them in the server so I wanted to make sure with the because A ya llevan ahí ocupados like three or four months B lo mismo
1168,*MAR:B@s:eng&spa lo@s:spa mismo@s:spa . _*MAR:like three or four months . _*MAR:si@s:spa two [/] two guys are [///] wanna do offering one day fine . _*MAR:you know . _*MAR:we can do U@s:eng&spa one a different day because they still have work to do . _,1,0,0,1,0,0,0,0,0,0,0,like three or four months si two two guys are wanna do offering one day fine you know we can do U one a different day because they still have work to do
1169,"*MAR:<there's no> [//] to me there's +//. _*MAR:so you know . _*MAR:we can do U@s:eng&spa one a different day because they still have work to do . _*MAR:[- spa] y pa(ra) qué vas a ir pa(ra) que después digan +""/. _*MAR:+"" [- spa] chico no hiciste esto esto y esto y esto . _",1,0,1,0,0,0,0,0,0,0,0,there's no to me there's so you know we can do U one a different day because they still have work to do y pa qué vas a ir pa que después digan chico no hiciste esto esto y esto y esto
1170,*MAR:I need U@s:eng&spa . _*OSE:www .*MAR:there's nothing in there . _*MAR:we have nothing for U@s:eng&spa . _*MAR:go in there an U@s:eng&spa and tell me where there is the D_M_R@s:eng&spa . _*MAR:[- spa] porque no está nada . _,1,0,0,0,0,0,0,0,0,0,0,I need U there's nothing in there we have nothing for U go in there an U and tell me where there is the D M R porque no está nada
1171,*MAR:listo . _*OSE:www .*MAR:but I don't know that they have been to U@s:eng&spa . _*MAR:now if he hasn't been to U@s:eng&spa +... _*MAR:I know this is who says first watches out second . _*MAR:you know . _,0,0,0,1,0,0,0,0,0,0,0,listo but I don't know that they have been to U now if he hasn't been to U I know this is who says first watches out second you know
1172,*MAR:I don't think he's been to U@s:eng&spa . _*MAR:you know . _*MAR:I know this is who says first watches out second . _*MAR:[- spa] llámalo . _*OSE:www .*MAR:he needs to go to U@s:eng&spa . _,0,0,0,0,0,1,0,0,0,0,0,I don't think he's been to U you know I know this is who says first watches out second llámalo he needs to go to U
1173,*MAR:I think he is confused . _*OSE:www .*MAR:if he hasn't been to +/. _*MAR:I don't think he's been to U@s:eng&spa . _*MAR:he needs to go to U@s:eng&spa . _*MAR:he has not been to U@s:eng&spa . _*MAR:y@s:spa si@s:spa no@s:spa ha@s:spa +/. _,1,0,0,0,0,0,0,0,0,0,0,I think he is confused if he hasn't been to I don't think he's been to U he needs to go to U he has not been to U y si no ha
1174,*MAR:I was xxx to listen to whatever you said . _*OSE:www .*MAR:&=laugh . _*OSE:www .*MAR:hi Martha@s:eng&spa . _*MAR:this is Maria@s:eng&spa . _*MAR:how are you ? _,0,0,0,0,0,0,0,0,0,1,0,I was to listen to whatever you said hi Martha this is Maria how are you
1175,"*MAR:okey_dok(ey). _*MAR:it's like oh@s:eng&spa my god . _*MAR:+"" you are not gonna leave it but I will work until friday . _*MAR:[- spa] qué te dijo ? _*OSE:www .*MAR:<I was like> [//] you were like +""/. _",1,0,0,0,0,0,0,0,0,0,0,okey dok it's like oh my god you are not gonna leave it but I will work until friday qué te dijo I was like you were like
1176,"*MAR:+"" I'm looking at the server . _*MAR:+"" it is not . _*MAR:I'm like +""/. _*MAR:but did you tell him que@s:spa Craig@s:eng&spa dijo@s:spa that they are already been altered verdad@s:spa ? _*OSE:www .*MAR:that's right . _",1,0,0,1,0,0,0,0,0,0,0,I'm looking at the server it is not I'm like but did you tell him que Craig dijo that they are already been altered verdad that's right
1177,*MAR:eh@s:spa la@s:spa &s [///] el@s:spa viernes@s:spa de@s:spa la@s:spa semana@s:spa que@s:spa viene@s:spa . _*MAR:on the eighteen it's a teacher plannig day so we should +//. _*OSE:www .*MAR:we should plan to go to A@s:eng&spa and B@s:eng&spa at least to review all our punch list to make sure &ʧ &ʧ +//. _*MAR:porque@s:spa the teacher should be there . _*MAR:the teachers are there . _,1,0,0,1,0,0,0,0,0,0,0,eh la s el viernes de la semana que viene on the eighteen it's a teacher plannig day so we should we should plan to go to A and B at least to review all our punch list to make sure ʧ ʧ porque the teacher should be there the teachers are there
1178,*MAR:we should plan to go to A@s:eng&spa and B@s:eng&spa at least to review all our punch list to make sure &ʧ &ʧ +//. _*MAR:there'll be no children . _*MAR:next Friday . _*MAR:there's no kids so we &k [///] podemos@s:spa entrar@s:spa y@s:spa salir@s:spa de@s:spa todos@s:spa los@s:spa cuartos@s:spa sin@s:spa ningún@s:spa problema@s:spa . _*OSE:www .*MAR:uh@s:eng Monday is a legal holiday . _,1,0,0,0,0,0,1,0,0,0,0,we should plan to go to A and B at least to review all our punch list to make sure ʧ ʧ there'll be no children next Friday there's no kids so we k podemos entrar y salir de todos los cuartos sin ningún problema uh Monday is a legal holiday
1179,*MAR:at A@s:eng&spa [///] I think we should do A@s:eng&spa first pa(ra)@s:spa ya@s:spa acabar@s:spa con@s:spa A@s:eng&spa . _*MAR:but that thing that would only be at U_One@s:eng&spa . _*MAR:I'd rather not use it (.) unless we want to (be)cause they have to get paid overtime . _*MAR:to me U@s:eng&spa should be the last one simply because they just finished ! _*MAR:so they are not going to have time to have finish it . _*OSE:www .*MAR:right <and that's what I> [/] and that's what I told Tom@s:eng&spa and said I would +//. _,1,0,0,0,0,0,0,0,0,1,0,at A I think we should do A first pa ya acabar con A but that thing that would only be at U One I'd rather not use it unless we want to cause they have to get paid overtime to me U should be the last one simply because they just finished so they are not going to have time to have finish it right and that's what I and that's what I told Tom and said I would
1180,"*MAR:if we can do B@s:eng&spa that would be great so we can finish those two uh@s:eng . _*MAR:let's do A@s:eng&spa first . _*MAR:you know . _*MAR:[- spa] no preguntes . _*MAR:they just run the bacterials and like +//. _*MAR:I asked Peter@s:eng&spa +""/. _",1,0,0,0,0,1,0,0,0,0,0,if we can do B that would be great so we can finish those two uh let's do A first you know no preguntes they just run the bacterials and like I asked Peter
1181,*MAR:&wo or maybe until they run . _*MAR:because they wouldn't be able to cook if they haven't H_R_S@s:eng&spa approval . _*MAR:so if you haven't gone [///] but they have H_R_S@s:eng&spa approval which is the part that there's a little confusing . _*MAR:no the H_R_S@s:eng&spa is health eh@s:spa department . _*MAR:H_R_S@s:eng&spa is health department . _*OSE:www .*MAR:that's the big one . _,0,0,0,0,0,0,1,0,0,0,0,wo or maybe until they run because they wouldn't be able to cook if they haven't H R S approval so if you haven't gone but they have H R S approval which is the part that there's a little confusing no the H R S is health eh department H R S is health department that's the big one
1182,*MEG:y porque no tenía otra alternativa . _*MEG:<lo hice por> [/] lo hice porque mi jefe me dijo que lo tenía que hacer . _*NOA:[- eng] did that come out already ? _*MEG:sí [/] sí bueno no porque no lo tengo . _*NOA:+< [- eng] but where is it ? _,1,0,0,0,0,0,0,0,0,0,0,y porque no tenía otra alternativa lo hice por lo hice porque mi jefe me dijo que lo tenía que hacer did that come out already sí sí bueno no porque no lo tengo but where is it
1183,*MEG:pero . _*MEG:y porque no tenía otra alternativa . _*NOA:+< [- eng] but where is it ? _*NOA:xxx ? _*MEG:porque se lo llevaron a España@s:eng&spa . _,1,0,0,0,0,0,0,0,0,0,0,pero y porque no tenía otra alternativa but where is it porque se lo llevaron a España
1184,*MEG:sí [/] sí bueno no porque no lo tengo . _*NOA:[- eng] did that come out already ? _*MEG:pero . _*MEG:porque se lo llevaron a España@s:eng&spa . _*NOA:+< ah pero ya regresaron ? _,1,0,0,0,0,0,0,0,0,0,0,sí sí bueno no porque no lo tengo did that come out already pero porque se lo llevaron a España ah pero ya regresaron
1185,*NOA:oh en París@s:eng&spa . _*MEG:están de vacaciones . _*NOA:<me dijo> [//] <yo te dije> [//] no te dije que esta muchacha Mary_Smith@s:eng&spa . _*NOA:Mary_Smith@s:eng&spa una [/] una chava que viene +//. _,0,0,0,0,0,0,1,0,0,1,0,oh en París están de vacaciones me dijo yo te dije no te dije que esta muchacha Mary Smith Mary Smith una una chava que viene
1186,*MEG:hasta mañana [/] mañana . _*NOA:oh en París@s:eng&spa . _*NOA:Mary_Smith@s:eng&spa una [/] una chava que viene +//. _*NOA:no una chava ella es una señora mayor &e que &vi vive en Londres@s:eng&spa . _,0,0,0,0,0,0,1,0,0,1,0,hasta mañana mañana oh en París Mary Smith una una chava que viene no una chava ella es una señora mayor e que vi vive en Londres
1187,*NOA:no una chava ella es una señora mayor &e que &vi vive en Londres@s:eng&spa . _*NOA:Mary_Smith@s:eng&spa una [/] una chava que viene +//. _*NOA:y ella trabajaba para el Exploratorium@s:eng&spa . _*NOA:pasó como veinticinco años &e trabajando para el Exploratorium@s:eng&spa allá en California@s:eng&spa en San_Francisco@s:eng&spa . _,0,0,0,0,0,0,0,0,0,1,0,no una chava ella es una señora mayor e que vi vive en Londres Mary Smith una una chava que viene y ella trabajaba para el Exploratorium pasó como veinticinco años e trabajando para el Exploratorium allá en California en San Francisco
1188,*NOA:pero ella terminó en Londres@s:eng&spa [//] trabajando en Londres@s:eng&spa . _*NOA:no se qué pasó entre ahí . _*NOA:y luego ahora se va de Londres@s:eng&spa a París@s:eng&spa . _*NOA:me dice que tienen un lugar &em . _,0,0,0,0,0,0,1,0,0,1,0,pero ella terminó en Londres trabajando en Londres no se qué pasó entre ahí y luego ahora se va de Londres a París me dice que tienen un lugar em
1189,"*NOA:ya tú sabes que te vas . _*MEG:+< sí . _*NOA:+"" sí I@s:eng [/] I@s:eng have@s:eng a@s:eng room@s:eng . _*MEG:&um y no lo al [//] lo alquila [//] no lo +... _",1,0,0,0,0,0,0,0,0,0,0,ya tú sabes que te vas sí sí I I have a room um y no lo al lo alquila no lo
1190,*MEG:no ? _*MEG:+< sí seguro . _*MEG:no pero tal vez consigue un roommate@s:eng . _*NOA:+< xxx un roommate@s:eng . _,0,0,0,1,0,0,0,0,0,0,0,no sí seguro no pero tal vez consigue un roommate un roommate
1191,*NOA:ella no porque es un apartamento no . _*MEG:no ? _*NOA:+< xxx un roommate@s:eng . _*NOA:ella está un poco verde para +... _,0,0,0,1,0,0,0,0,0,0,1,ella no porque es un apartamento no no un roommate ella está un poco verde para
1192,*NOA:+< ah yo te dije pero te estabas durmiendo . _*MEG:con la xxx . _*NOA:mandó un e-mail@s:eng diciendo <que le habí(a)> [//] que había otra persona en la dirección en lugar de ella . _*MEG:uhuh@s:eng pero que estaban tratando de poner el museo como una entidad a parte no ? _,0,0,0,1,0,0,1,0,0,0,0,ah yo te dije pero te estabas durmiendo con la mandó un email diciendo que le había que había otra persona en la dirección en lugar de ella uhuh pero que estaban tratando de poner el museo como una entidad a parte no
1193,*NOA:ella me dijo . _*NOA:+< ah yo te dije pero te estabas durmiendo . _*MEG:uhuh@s:eng pero que estaban tratando de poner el museo como una entidad a parte no ? _*NOA:+< no . _,0,0,0,0,0,0,1,0,0,0,0,ella me dijo ah yo te dije pero te estabas durmiendo uhuh pero que estaban tratando de poner el museo como una entidad a parte no no
1194,*NOA:y le dejan a ella en paz . _*NOA:o [/] o [/] o le dan la otra parte . _*MEG:[- eng] uhuh . _*NOA:xxx es la Unam@s:eng&spa . _*MEG:ah todo es parte de la universidad . _,0,0,0,0,0,0,1,0,0,1,0,y le dejan a ella en paz o o o le dan la otra parte uhuh es la Unam ah todo es parte de la universidad
1195,*NOA:+< todo es parte de la universidad . _*MEG:ah todo es parte de la universidad . _*NOA:entonces nada pero entonces pero me dijo <que no> [/] que no tenga pena que allá [//] con mucho gusto llegan ella e Edith@s:eng&spa . _*NOA:yo [///] me dio a entender según como leí yo que era ella e Edith@s:eng . _,0,0,0,0,0,0,0,0,0,1,0,todo es parte de la universidad ah todo es parte de la universidad entonces nada pero entonces pero me dijo que no que no tenga pena que allá con mucho gusto llegan ella e Edith yo me dio a entender según como leí yo que era ella e Edith
1196,*NOA:por eso es que queda un poco raro la forma en que está organizado . _*MEG:&um . _*NOA:+< todo es parte de la universidad . _*NOA:yo [///] me dio a entender según como leí yo que era ella e Edith@s:eng . _*NOA:xxx . _*MEG:[- eng] uhuh . _,0,0,0,0,0,0,1,0,0,1,0,por eso es que queda un poco raro la forma en que está organizado um todo es parte de la universidad yo me dio a entender según como leí yo que era ella e Edith uhuh
1197,*NOA:yo [///] me dio a entender según como leí yo que era ella e Edith@s:eng . _*NOA:entonces nada pero entonces pero me dijo <que no> [/] que no tenga pena que allá [//] con mucho gusto llegan ella e Edith@s:eng&spa . _*NOA:[- eng] so I don't know . _*NOA:[- eng] I hope . _*NOA:eso es en octubre . _,1,0,0,0,0,0,1,0,0,1,0,yo me dio a entender según como leí yo que era ella e Edith entonces nada pero entonces pero me dijo que no que no tenga pena que allá con mucho gusto llegan ella e Edith so I don't know I hope eso es en octubre
1198,*NOA:+< en octubre no unos cuatro días nada más . _*MEG:en octubre que te vas qué una semana ? _*NOA:[- eng] I thought you were watching the movie ? _*NOA:[- eng] yeah . _,1,0,0,0,0,0,0,0,0,0,0,en octubre no unos cuatro días nada más en octubre que te vas qué una semana I thought you were watching the movie yeah
1199,*NOA:cuatro días . _*NOA:+< en octubre no unos cuatro días nada más . _*NOA:[- eng] yeah . _*NOA:[- eng] yeah I wanted to watch it together but it's alright . _*MEG:+< Lilian@s:eng&spa bueno pero en tu cuarto porque Lilian@s:eng&spa está viendo la otra película . _,1,0,0,0,0,0,0,0,0,1,0,cuatro días en octubre no unos cuatro días nada más yeah yeah I wanted to watch it together but it's alright Lilian bueno pero en tu cuarto porque Lilian está viendo la otra película
1200,*NOA:[- eng] I thought you were watching the movie ? _*NOA:cuatro días . _*NOA:[- eng] yeah I wanted to watch it together but it's alright . _*MEG:+< Lilian@s:eng&spa bueno pero en tu cuarto porque Lilian@s:eng&spa está viendo la otra película . _*NOA:+< sabes qué Antonio@s:eng&spa pon el calentador . _,1,0,0,0,0,0,0,0,0,1,0,I thought you were watching the movie cuatro días yeah I wanted to watch it together but it's alright Lilian bueno pero en tu cuarto porque Lilian está viendo la otra película sabes qué Antonio pon el calentador
1201,*NOA:sopa de plátano . _*MEG:y los niños ? _*NOA:ah Chicken@s:eng Kitchen@s:eng that's@s:eng a@s:eng good@s:eng idea@s:eng . _*NOA:[- eng] that's a good idea . _*NOA:y qué estaba diciendo yo ? _,1,0,0,0,0,0,0,0,1,1,0,sopa de plátano y los niños ah Chicken Kitchen that's a good idea that's a good idea y qué estaba diciendo yo
1202,*NOA:ah Chicken@s:eng Kitchen@s:eng that's@s:eng a@s:eng good@s:eng idea@s:eng . _*MEG:[- eng] Chicken Kitchen ? _*MEG:del [//] de la señora del museo de México@s:eng&spa . _*MEG:que te dijo que sí era xxx . _,1,0,0,0,0,0,0,0,0,1,0,Chicken Kitchen del de la señora del museo de México que te dijo que sí era
1203,*NOA:+< si xxx . _*MEG:que te dijo que sí era xxx . _*NOA:pero allí (.) no sé si me quedo con Jessica@s:eng&spa o +... _*NOA:por qué ? _,0,0,0,0,0,0,0,0,0,1,0,si que te dijo que sí era pero allí no sé si me quedo con Jessica o por qué
1204,*NOA:su familia que tiene que tiene que ver Jessica@s:eng&spa ? _*NOA:por qué ? _*NOA:[- eng] I want you to go with me to get some +... _*NOA:bueno no@s:eng&spa take@s:eng a@s:eng shower@s:eng . _*NOA:[- eng] I'll go by myself . _,1,0,0,0,0,1,0,0,0,1,0,su familia que tiene que tiene que ver Jessica por qué I want you to go with me to get some bueno no take a shower I'll go by myself
1205,*NOA:bueno no@s:eng&spa take@s:eng a@s:eng shower@s:eng . _*NOA:[- eng] I want you to go with me to get some +... _*NOA:Antonio@s:eng&spa take@s:eng a@s:eng shower@s:eng as@s:eng soon@s:eng as@s:eng the@s:eng [//] like@s:eng in@s:eng fifteen@s:eng minutes@s:eng ok@s:eng ? _*NOA:[- eng] I'll just get some chicken kitchen later . _*NOA:[- eng] yeah yeah . _*MEG:pero tienes que bañarte antes . _,0,0,0,0,0,1,1,0,0,0,0,bueno no take a shower I want you to go with me to get some Antonio take a shower as soon as the like in fifteen minutes ok I'll just get some chicken kitchen later yeah yeah pero tienes que bañarte antes
1206,*NOA:[- eng] I don't know . _*MEG:pero si nosotros grabamos todo en español qué tiene que ver con [//] con ser bilingüe ? _*NOA:[- eng] they didn't explain . _*NOA:[- eng] <it might have> [/] it might have [/] it might have something to do with the something else that has to do with an attribute of bilingual people . _*NOA:[- eng] that doesn't necessarily have to be [//] do with the actual language that they're speaking but . _,1,0,0,0,0,0,0,0,0,0,0,I don't know pero si nosotros grabamos todo en español qué tiene que ver con con ser bilingüe they didn't explain it might have it might have it might have something to do with the something else that has to do with an attribute of bilingual people that doesn't necessarily have to be do with the actual language that they're speaking but
1207,*NOA:[- eng] that doesn't necessarily have to be [//] do with the actual language that they're speaking but . _*NOA:[- eng] <it might have> [/] it might have [/] it might have something to do with the something else that has to do with an attribute of bilingual people . _*NOA:[- eng] they didn't explain . _*NOA:[- eng] I [//] I can't imagine because I +/. _*MEG:+< o hacer lo que estás haciendo que tú hablas en inglés y yo te contesto en español ? _*NOA:o algo así pero no creo . _,1,0,0,0,0,0,0,0,0,0,0,that doesn't necessarily have to be do with the actual language that they're speaking but it might have it might have it might have something to do with the something else that has to do with an attribute of bilingual people they didn't explain I I can't imagine because I o hacer lo que estás haciendo que tú hablas en inglés y yo te contesto en español o algo así pero no creo
